494, 494, 494, 0, 436, 494, 496, 0, 498, 492, 496, 494, 494, 494, 494, 494, 494, 0, 494, 0, 478, 456, 0, 0, 0, 0, 494, 376, 462, 496, 494, 0, 0, 358, 382, 0, 0, 0, 0, 0, 494, 498, 0, 494, 494, 0, 494, 0, 0, 0, 0, 494, 494, 452, 498, 496, 0, 0, 494, 494, 0, 0, 494, 494, 494, 0, 0, 362, 494, 494, 0, 0, 446, 0, 482, 0, 0, 0, 0, 0, 0, 494, 0, 494, 0, 0, 0, 0, 0, 494, 494, 0, 494, 0, 494, 494, 0, 470, 494, 0, 0, 494, 494, 494, 0, 0, 494, 494, 494, 0, 494, 494, 494, 0, 494, 0, 398, 494, 494, 494, 
498, 498, 0, 498, 498, 498, 496, 498, 498, 0, 498, 434, 498, 498, 502, 0, 498, 498, 0, 488, 496, 498, 498, 498, 498, 498, 498, 498, 0, 496, 502, 0, 496, 498, 0, 0, 496, 496, 438, 456, 498, 498, 498, 0, 466, 0, 498, 498, 478, 498, 498, 0, 0, 498, 498, 494, 498, 498, 498, 0, 362, 0, 498, 0, 498, 496, 0, 498, 0, 0, 494, 0, 0, 498, 0, 0, 0, 0, 0, 446, 498, 496, 0, 498, 498, 444, 498, 496, 498, 0, 498, 502, 498, 496, 498, 0, 0, 0, 498, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 458, 0, 0, 282, 498, 0, 498, 496, 0, 0, 
474, 466, 502, 498, 404, 490, 502, 492, 504, 490, 502, 0, 428, 0, 502, 0, 0, 482, 502, 0, 492, 498, 0, 502, 0, 504, 418, 498, 496, 0, 502, 502, 500, 500, 0, 502, 502, 0, 0, 502, 504, 0, 502, 0, 0, 0, 498, 502, 498, 504, 442, 0, 504, 0, 0, 0, 498, 0, 470, 0, 0, 0, 504, 502, 0, 500, 504, 498, 504, 504, 0, 392, 498, 434, 476, 0, 0, 0, 0, 504, 498, 502, 0, 0, 498, 0, 498, 506, 452, 502, 0, 502, 500, 498, 464, 308, 498, 502, 0, 0, 502, 498, 502, 502, 0, 498, 498, 504, 498, 0, 0, 502, 0, 0, 498, 0, 498, 0, 0, 0, 
504, 504, 504, 504, 504, 502, 0, 504, 504, 504, 504, 0, 504, 504, 504, 0, 0, 0, 0, 504, 506, 496, 0, 504, 0, 504, 0, 504, 0, 472, 0, 0, 462, 504, 382, 0, 0, 0, 0, 500, 504, 406, 504, 504, 504, 504, 0, 0, 506, 504, 0, 440, 502, 0, 0, 0, 504, 0, 0, 0, 302, 0, 504, 504, 0, 504, 0, 504, 504, 504, 0, 0, 504, 0, 0, 504, 504, 504, 0, 504, 0, 504, 0, 0, 482, 0, 0, 506, 504, 504, 0, 474, 504, 0, 0, 504, 504, 504, 504, 0, 0, 0, 0, 502, 0, 0, 0, 504, 494, 0, 504, 0, 456, 504, 0, 472, 0, 504, 504, 506, 
506, 398, 360, 0, 0, 508, 0, 0, 0, 508, 506, 506, 0, 506, 0, 510, 504, 506, 434, 0, 506, 0, 0, 0, 506, 390, 504, 0, 0, 508, 506, 0, 506, 504, 506, 506, 504, 504, 504, 0, 0, 0, 0, 0, 0, 506, 508, 508, 506, 0, 500, 0, 506, 506, 490, 0, 0, 506, 0, 0, 508, 0, 0, 508, 494, 476, 508, 504, 510, 504, 0, 484, 0, 506, 0, 510, 426, 0, 504, 504, 0, 0, 508, 0, 0, 504, 0, 506, 504, 504, 422, 504, 506, 0, 0, 504, 0, 504, 504, 0, 502, 0, 506, 504, 0, 504, 0, 504, 0, 470, 504, 0, 438, 504, 0, 498, 508, 504, 504, 506, 
508, 0, 0, 496, 0, 424, 510, 0, 510, 0, 0, 484, 502, 508, 508, 510, 458, 486, 0, 510, 508, 508, 508, 510, 0, 508, 508, 0, 510, 508, 508, 508, 440, 508, 508, 0, 0, 508, 508, 506, 0, 402, 0, 0, 452, 0, 488, 508, 0, 0, 510, 0, 0, 0, 436, 510, 508, 506, 508, 502, 508, 0, 0, 508, 508, 0, 508, 476, 510, 506, 0, 0, 508, 506, 0, 510, 0, 0, 0, 0, 510, 0, 508, 0, 508, 0, 510, 506, 0, 0, 508, 510, 0, 508, 510, 476, 0, 0, 508, 358, 0, 508, 478, 0, 508, 0, 506, 0, 0, 0, 508, 0, 508, 0, 0, 0, 508, 0, 0, 508, 
514, 482, 454, 510, 422, 0, 502, 512, 510, 502, 510, 0, 0, 0, 0, 510, 514, 0, 510, 510, 0, 0, 514, 510, 0, 494, 0, 510, 510, 442, 514, 514, 510, 0, 510, 510, 0, 514, 510, 312, 0, 490, 510, 506, 510, 510, 0, 406, 514, 510, 510, 0, 0, 0, 512, 510, 0, 0, 514, 514, 0, 510, 488, 510, 508, 0, 0, 0, 510, 0, 510, 514, 510, 508, 0, 510, 510, 512, 0, 0, 510, 514, 508, 510, 0, 408, 502, 0, 512, 0, 0, 510, 512, 508, 510, 0, 510, 510, 468, 0, 0, 510, 510, 488, 0, 0, 0, 510, 0, 488, 0, 0, 0, 396, 0, 510, 510, 514, 0, 0, 
514, 0, 514, 0, 0, 514, 514, 0, 514, 0, 0, 514, 514, 512, 514, 514, 514, 514, 0, 514, 0, 514, 514, 0, 0, 512, 514, 512, 514, 514, 0, 508, 0, 0, 0, 0, 514, 514, 0, 514, 0, 514, 514, 0, 0, 0, 514, 0, 514, 0, 0, 514, 516, 0, 494, 514, 0, 0, 514, 514, 0, 514, 514, 0, 514, 510, 0, 514, 0, 512, 0, 514, 514, 516, 512, 0, 470, 0, 514, 394, 510, 514, 514, 514, 0, 510, 514, 494, 514, 514, 0, 514, 0, 514, 516, 488, 0, 0, 0, 502, 0, 440, 0, 514, 0, 0, 0, 440, 0, 0, 0, 486, 514, 0, 454, 0, 0, 514, 0, 0, 
0, 516, 512, 516, 0, 0, 516, 382, 516, 516, 512, 0, 0, 446, 516, 516, 516, 0, 516, 0, 516, 516, 500, 516, 518, 516, 0, 474, 516, 516, 516, 516, 516, 374, 510, 518, 516, 0, 516, 0, 0, 474, 0, 0, 0, 0, 516, 500, 514, 0, 492, 516, 516, 0, 514, 0, 516, 0, 0, 514, 0, 514, 514, 0, 514, 0, 514, 0, 0, 0, 470, 0, 0, 516, 512, 516, 516, 0, 498, 518, 516, 0, 514, 514, 0, 0, 514, 516, 514, 516, 0, 506, 306, 514, 516, 0, 516, 516, 514, 516, 516, 516, 0, 0, 0, 0, 518, 0, 0, 514, 0, 0, 514, 0, 520, 0, 508, 514, 0, 0, 
518, 508, 518, 518, 518, 520, 516, 518, 518, 0, 518, 516, 0, 0, 516, 516, 506, 0, 454, 518, 458, 518, 516, 0, 518, 518, 462, 0, 516, 0, 0, 516, 510, 0, 0, 518, 0, 518, 516, 518, 376, 516, 0, 520, 518, 518, 516, 516, 518, 0, 518, 396, 0, 516, 516, 0, 516, 516, 0, 0, 0, 508, 510, 512, 510, 518, 520, 0, 0, 494, 518, 0, 498, 0, 0, 516, 0, 0, 0, 518, 516, 0, 0, 0, 0, 518, 516, 0, 518, 516, 0, 0, 0, 520, 516, 0, 0, 0, 514, 518, 516, 516, 0, 330, 440, 0, 518, 0, 516, 0, 516, 0, 0, 0, 520, 0, 0, 516, 0, 0, 
376, 520, 520, 0, 520, 520, 0, 0, 514, 520, 0, 520, 520, 516, 0, 0, 0, 0, 520, 0, 512, 0, 518, 506, 0, 432, 520, 474, 520, 0, 0, 0, 0, 0, 520, 520, 464, 520, 0, 0, 0, 514, 520, 520, 0, 518, 520, 518, 518, 0, 520, 412, 0, 518, 520, 508, 520, 0, 522, 520, 500, 518, 520, 0, 520, 518, 520, 520, 520, 520, 0, 474, 510, 0, 0, 0, 518, 520, 0, 520, 0, 0, 520, 450, 0, 0, 520, 0, 518, 0, 516, 504, 518, 520, 0, 518, 520, 514, 0, 518, 518, 518, 518, 518, 520, 0, 518, 366, 0, 0, 0, 0, 0, 0, 520, 0, 0, 0, 0, 0, 
520, 520, 0, 520, 486, 520, 524, 340, 524, 0, 522, 520, 0, 520, 0, 522, 0, 0, 0, 520, 408, 514, 524, 524, 524, 0, 520, 0, 494, 0, 520, 520, 0, 522, 516, 0, 520, 0, 522, 460, 0, 0, 0, 520, 520, 0, 520, 0, 0, 520, 520, 492, 524, 0, 0, 0, 374, 522, 522, 0, 0, 520, 0, 0, 520, 520, 520, 0, 0, 520, 504, 0, 520, 0, 520, 0, 512, 506, 0, 520, 520, 448, 0, 0, 0, 0, 0, 520, 520, 520, 520, 520, 524, 0, 520, 0, 520, 522, 0, 520, 522, 522, 0, 0, 520, 0, 0, 520, 520, 0, 0, 0, 520, 524, 520, 518, 0, 0, 520, 520, 
0, 410, 524, 524, 516, 522, 524, 524, 524, 0, 522, 498, 498, 496, 524, 0, 0, 524, 512, 516, 524, 522, 524, 524, 524, 0, 524, 0, 520, 0, 0, 0, 524, 496, 0, 524, 524, 394, 522, 524, 524, 388, 0, 480, 484, 524, 0, 0, 512, 0, 0, 0, 524, 522, 522, 522, 524, 0, 0, 0, 0, 512, 0, 522, 524, 484, 524, 284, 398, 524, 522, 0, 0, 524, 524, 524, 512, 522, 0, 522, 0, 524, 522, 524, 0, 0, 0, 0, 0, 392, 0, 524, 524, 0, 524, 516, 0, 522, 0, 0, 522, 522, 522, 0, 520, 0, 0, 520, 0, 0, 0, 514, 520, 524, 520, 0, 522, 0, 0, 0, 
524, 524, 524, 524, 524, 0, 524, 524, 524, 0, 0, 0, 0, 524, 0, 526, 0, 524, 526, 524, 524, 524, 0, 0, 524, 0, 0, 524, 524, 516, 0, 0, 524, 500, 524, 0, 524, 0, 480, 524, 390, 524, 0, 0, 0, 0, 526, 0, 0, 0, 0, 0, 0, 524, 0, 0, 524, 0, 508, 524, 384, 524, 524, 0, 524, 506, 0, 0, 524, 524, 0, 0, 0, 524, 520, 408, 524, 0, 524, 524, 346, 0, 524, 496, 0, 524, 500, 524, 524, 524, 0, 524, 524, 524, 524, 524, 524, 0, 348, 524, 0, 0, 0, 524, 524, 524, 0, 476, 0, 0, 0, 524, 524, 524, 520, 0, 0, 520, 524, 524, 
520, 524, 0, 500, 0, 520, 0, 0, 528, 524, 524, 526, 496, 524, 528, 526, 524, 526, 526, 0, 0, 524, 526, 526, 0, 0, 524, 0, 0, 0, 0, 526, 504, 0, 0, 510, 514, 0, 524, 526, 526, 524, 524, 524, 526, 526, 526, 410, 528, 520, 0, 524, 0, 0, 0, 0, 524, 524, 0, 528, 0, 524, 522, 512, 526, 0, 516, 0, 0, 504, 0, 0, 350, 0, 526, 0, 524, 0, 0, 524, 0, 0, 0, 0, 0, 524, 0, 524, 524, 524, 526, 0, 524, 356, 0, 524, 0, 524, 524, 524, 0, 486, 0, 0, 524, 524, 0, 0, 524, 0, 522, 524, 524, 524, 0, 0, 0, 0, 524, 524, 
528, 0, 526, 0, 0, 526, 0, 502, 528, 516, 0, 508, 528, 374, 528, 0, 0, 0, 526, 0, 526, 512, 0, 526, 528, 526, 526, 0, 0, 528, 0, 524, 526, 526, 0, 0, 0, 0, 456, 0, 518, 0, 492, 0, 526, 526, 504, 528, 528, 0, 0, 526, 0, 526, 526, 0, 526, 506, 526, 528, 526, 526, 524, 0, 526, 526, 0, 528, 0, 522, 0, 0, 438, 498, 526, 0, 0, 526, 0, 0, 0, 0, 0, 0, 522, 0, 528, 0, 0, 0, 526, 524, 528, 528, 492, 516, 0, 526, 0, 392, 526, 0, 526, 524, 0, 0, 510, 0, 524, 526, 0, 0, 524, 0, 526, 0, 500, 526, 0, 524, 
