98, 98, 96, 96, 96, 94, 0
98, 96, 96, 96, 96, 94, 94
98, 96, 96, 96, 94, 94, 94
98, 96, 96, 96, 94, 94, 94
98, 96, 96, 96, 96, 96, 94
98, 96, 96, 96, 96, 96, 94
98, 96, 96, 94, 94, 0, 0
98, 98, 96, 96, 96, 96, 94
96, 96, 96, 94, 94, 94, 94
98, 96, 96, 96, 96, 96, 96
96, 96, 96, 96, 96, 96, 94
100, 96, 96, 94, 94, 94, 0
100, 98, 98, 98, 98, 96, 96
98, 98, 98, 96, 96, 96, 96
98, 98, 96, 96, 96, 96, 94
98, 96, 96, 96, 96, 96, 94
100, 98, 98, 98, 96, 94, 94
96, 96, 96, 96, 96, 96, 96
102, 100, 98, 98, 96, 96, 0
100, 98, 96, 96, 96, 94, 94
98, 98, 96, 96, 96, 96, 94
100, 98, 98, 96, 96, 96, 94
98, 98, 98, 96, 96, 96, 0
98, 98, 98, 98, 96, 96, 94
100, 98, 98, 98, 96, 96, 96
98, 98, 98, 96, 96, 96, 96
98, 98, 96, 96, 96, 96, 94
102, 98, 98, 98, 98, 96, 96
98, 98, 96, 96, 96, 96, 96
98, 98, 96, 96, 96, 96, 0
100, 100, 98, 96, 96, 94, 94
100, 98, 98, 96, 96, 94, 0
100, 100, 98, 98, 98, 96, 96
102, 100, 98, 96, 96, 96, 96
102, 100, 100, 98, 96, 96, 96
98, 98, 98, 96, 96, 96, 96
100, 98, 96, 96, 96, 96, 94
100, 98, 98, 98, 98, 96, 96
102, 100, 100, 98, 98, 96, 96
102, 98, 98, 98, 98, 96, 96
102, 100, 100, 98, 98, 96, 96
100, 98, 98, 96, 96, 96, 94
100, 100, 100, 98, 98, 96, 96
100, 100, 98, 98, 96, 96, 96
102, 100, 100, 100, 98, 98, 98
102, 100, 98, 98, 98, 98, 96
98, 98, 98, 98, 96, 96, 96
102, 100, 100, 98, 98, 96, 96
100, 98, 98, 98, 98, 96, 96
100, 98, 98, 98, 98, 96, 94
98, 98, 98, 98, 98, 98, 94
102, 100, 98, 98, 98, 96, 96
100, 100, 100, 98, 98, 96, 96
102, 100, 100, 100, 98, 98, 96
102, 102, 100, 100, 98, 96, 96
100, 100, 98, 98, 98, 98, 98
102, 98, 98, 98, 98, 98, 94
102, 100, 100, 100, 98, 98, 94
102, 100, 98, 98, 98, 96, 96
102, 100, 100, 100, 98, 98, 98
100, 100, 100, 98, 98, 98, 0
100, 100, 100, 98, 98, 96, 0
100, 98, 98, 98, 98, 98, 96
102, 100, 100, 98, 98, 98, 96
102, 102, 100, 100, 98, 98, 0
102, 100, 98, 98, 98, 98, 96
100, 100, 100, 100, 98, 98, 98
102, 102, 102, 102, 102, 98, 98
102, 100, 98, 98, 98, 98, 96
100, 98, 98, 98, 98, 98, 98
102, 102, 100, 100, 100, 98, 98
102, 102, 102, 100, 98, 98, 98
102, 100, 100, 100, 100, 98, 98
102, 102, 102, 102, 100, 96, 96
102, 102, 100, 98, 98, 98, 96
102, 102, 100, 100, 100, 98, 98
100, 100, 100, 100, 100, 98, 98
104, 102, 102, 100, 100, 100, 98
102, 100, 100, 100, 100, 98, 0
102, 102, 100, 100, 100, 98, 0
102, 102, 100, 100, 100, 100, 98
102, 102, 102, 100, 100, 98, 98
102, 102, 102, 100, 100, 100, 98
102, 100, 98, 98, 98, 0, 0
100, 100, 100, 100, 100, 98, 94
104, 102, 100, 100, 98, 98, 98
102, 102, 100, 100, 100, 100, 98
102, 102, 102, 100, 98, 98, 98
102, 102, 102, 100, 100, 100, 100
102, 102, 100, 100, 100, 98, 98
104, 102, 102, 100, 100, 100, 0
102, 102, 100, 100, 100, 100, 98
102, 102, 102, 100, 100, 100, 100
102, 100, 100, 100, 100, 98, 0
102, 102, 102, 102, 100, 100, 100
104, 104, 102, 102, 98, 98, 0
102, 100, 100, 100, 100, 98, 0
102, 102, 102, 100, 100, 100, 98
102, 102, 102, 100, 100, 100, 98
104, 102, 100, 100, 100, 100, 100
102, 102, 102, 102, 100, 100, 100
104, 102, 102, 102, 100, 100, 100
102, 102, 102, 100, 100, 100, 98
102, 102, 102, 100, 100, 100, 98
104, 102, 102, 102, 102, 100, 100
102, 102, 102, 100, 100, 100, 94
104, 104, 104, 102, 102, 102, 102
104, 102, 102, 102, 100, 100, 98
104, 104, 102, 102, 102, 102, 96
104, 104, 102, 102, 102, 100, 100
104, 102, 102, 102, 100, 98, 0
104, 102, 102, 102, 102, 100, 100
102, 102, 102, 100, 100, 100, 100
102, 102, 102, 102, 102, 102, 100
104, 102, 102, 102, 100, 100, 100
104, 104, 104, 102, 102, 102, 100
104, 104, 102, 102, 102, 100, 98
104, 104, 102, 102, 100, 100, 98
104, 104, 104, 102, 102, 102, 100
104, 102, 102, 102, 100, 100, 100
104, 102, 102, 102, 102, 102, 100
106, 104, 102, 102, 102, 102, 100
106, 102, 102, 102, 100, 100, 100
104, 104, 102, 102, 100, 98, 98
104, 104, 102, 102, 102, 100, 100
102, 102, 102, 102, 100, 0, 0
104, 104, 102, 102, 102, 102, 98
104, 102, 102, 102, 100, 100, 0
104, 104, 102, 102, 100, 100, 100
104, 104, 102, 102, 102, 100, 100
104, 104, 104, 102, 102, 102, 100
104, 104, 104, 102, 102, 100, 100
104, 104, 102, 102, 102, 0, 0
104, 104, 102, 102, 102, 100, 100
104, 104, 102, 102, 102, 102, 100
104, 104, 102, 102, 102, 100, 96
104, 104, 104, 104, 104, 102, 102
108, 104, 104, 104, 102, 102, 0
104, 104, 104, 102, 102, 102, 100
104, 104, 104, 102, 102, 102, 100
102, 102, 102, 102, 102, 98, 0
104, 104, 104, 104, 104, 102, 102
104, 104, 104, 102, 102, 98, 0
104, 104, 104, 102, 102, 102, 0
106, 106, 104, 104, 102, 102, 102
106, 104, 104, 102, 102, 102, 102
104, 104, 104, 102, 102, 102, 102
106, 104, 104, 104, 104, 102, 102
104, 104, 104, 104, 102, 102, 102
106, 104, 104, 104, 104, 102, 102
104, 104, 102, 102, 102, 102, 102
104, 104, 104, 102, 102, 100, 94
104, 104, 104, 104, 102, 102, 102
106, 106, 104, 104, 102, 102, 100
104, 104, 104, 104, 102, 102, 0
106, 106, 104, 104, 104, 104, 100
104, 104, 104, 104, 102, 102, 102
106, 104, 104, 104, 102, 102, 102
108, 104, 104, 104, 104, 104, 102
108, 104, 104, 104, 102, 100, 98
104, 104, 104, 104, 102, 102, 102
104, 104, 104, 104, 102, 102, 102
104, 104, 104, 104, 102, 102, 0
104, 104, 104, 104, 102, 102, 102
106, 104, 104, 104, 102, 102, 102
104, 104, 104, 104, 104, 104, 102
104, 104, 104, 104, 104, 104, 104
108, 106, 106, 104, 104, 104, 104
108, 106, 104, 104, 104, 102, 102
108, 104, 104, 104, 104, 104, 102
106, 104, 104, 104, 104, 104, 102
106, 106, 106, 104, 104, 104, 104
106, 106, 106, 104, 104, 104, 104
106, 106, 104, 104, 104, 102, 100
108, 108, 104, 104, 104, 104, 104
108, 106, 106, 106, 104, 104, 104
108, 104, 104, 104, 104, 104, 0
108, 106, 106, 104, 104, 104, 0
108, 104, 104, 104, 104, 104, 98
106, 106, 104, 104, 104, 104, 104
108, 104, 104, 104, 104, 102, 0
108, 106, 104, 104, 104, 104, 0
106, 106, 106, 104, 104, 104, 104
106, 106, 104, 104, 104, 104, 102
108, 108, 106, 104, 104, 104, 104
108, 106, 106, 106, 104, 104, 102
106, 106, 104, 104, 104, 104, 102
108, 106, 106, 106, 104, 104, 104
108, 106, 106, 104, 104, 104, 102
110, 104, 104, 104, 102, 100, 100
108, 106, 106, 104, 104, 104, 104
108, 108, 106, 104, 104, 104, 102
108, 106, 106, 104, 104, 104, 102
110, 108, 106, 106, 104, 104, 104
108, 106, 106, 106, 106, 104, 104
104, 104, 104, 104, 102, 102, 102
108, 106, 106, 106, 104, 104, 102
108, 108, 106, 106, 106, 106, 104
108, 108, 106, 106, 106, 104, 102
108, 108, 106, 106, 104, 104, 104
110, 108, 108, 106, 104, 104, 102
110, 106, 106, 106, 104, 104, 104
112, 110, 106, 106, 104, 104, 0
110, 108, 108, 104, 104, 102, 0
108, 108, 106, 106, 104, 104, 102
108, 108, 106, 106, 104, 104, 102
108, 108, 106, 106, 106, 106, 106
110, 108, 108, 108, 106, 104, 104
108, 108, 108, 106, 106, 106, 104
110, 108, 106, 106, 104, 104, 102
108, 108, 106, 104, 104, 104, 96
108, 108, 106, 104, 104, 104, 98
112, 108, 108, 104, 104, 104, 104
110, 108, 106, 104, 104, 100, 0
110, 108, 108, 108, 108, 108, 106
112, 108, 108, 106, 106, 104, 104
110, 108, 108, 108, 106, 106, 0
108, 108, 108, 106, 106, 106, 104
108, 108, 106, 106, 106, 104, 104
110, 108, 108, 108, 108, 106, 104
108, 108, 108, 108, 106, 106, 106
122, 108, 108, 106, 106, 104, 102
108, 108, 108, 106, 106, 104, 102
112, 110, 110, 108, 108, 106, 104
112, 110, 108, 108, 104, 104, 104
112, 108, 108, 108, 106, 106, 106
112, 108, 108, 108, 108, 102, 0
112, 112, 108, 106, 104, 104, 104
108, 106, 106, 106, 106, 106, 104
112, 108, 108, 108, 108, 108, 106
110, 110, 108, 108, 106, 106, 104
110, 110, 108, 108, 108, 106, 104
114, 108, 108, 108, 108, 104, 102
110, 110, 108, 108, 108, 104, 96
110, 108, 108, 108, 106, 106, 104
112, 110, 108, 108, 108, 108, 106
114, 114, 110, 108, 108, 108, 108
110, 110, 110, 110, 108, 108, 108
122, 116, 110, 108, 108, 108, 106
110, 108, 108, 108, 106, 106, 106
108, 108, 108, 108, 108, 108, 106
108, 108, 108, 106, 106, 106, 0
110, 108, 108, 108, 104, 104, 102
124, 112, 110, 110, 108, 106, 100
116, 108, 108, 108, 108, 106, 106
110, 108, 108, 108, 108, 108, 106
122, 110, 108, 108, 108, 108, 106
108, 108, 108, 108, 106, 106, 104
110, 110, 108, 108, 108, 108, 102
114, 110, 110, 108, 108, 108, 108
110, 110, 110, 108, 106, 106, 0
114, 112, 112, 110, 110, 110, 106
116, 110, 108, 108, 108, 106, 104
114, 110, 108, 108, 108, 106, 0
114, 114, 110, 110, 110, 110, 108
108, 108, 108, 106, 106, 106, 104
122, 114, 114, 110, 110, 108, 108
122, 112, 110, 110, 108, 108, 108
114, 112, 110, 108, 108, 108, 106
118, 110, 110, 108, 108, 108, 108
124, 122, 110, 110, 110, 108, 108
124, 110, 110, 110, 108, 108, 108
118, 110, 110, 108, 106, 104, 0
112, 110, 110, 108, 108, 108, 106
122, 116, 114, 112, 110, 110, 108
112, 110, 110, 110, 108, 108, 102
122, 118, 110, 108, 108, 108, 108
124, 122, 112, 110, 108, 108, 108
112, 112, 110, 110, 110, 108, 108
114, 112, 110, 110, 108, 104, 96
120, 114, 114, 112, 112, 110, 110
122, 114, 112, 108, 108, 106, 0
112, 110, 110, 110, 110, 102, 0
122, 114, 114, 110, 110, 106, 102
118, 114, 110, 108, 108, 108, 0
124, 124, 118, 114, 114, 114, 108
122, 122, 110, 110, 110, 106, 0
116, 112, 112, 110, 108, 108, 106
124, 116, 112, 110, 108, 108, 108
122, 114, 110, 108, 108, 108, 104
122, 112, 110, 110, 110, 108, 106
122, 114, 112, 110, 110, 110, 108
124, 116, 114, 110, 110, 108, 108
124, 118, 112, 112, 110, 108, 106
124, 124, 124, 124, 122, 110, 0
124, 118, 114, 114, 112, 110, 110
124, 122, 118, 114, 114, 108, 108
124, 122, 118, 114, 114, 112, 110
126, 122, 114, 114, 108, 0, 0
130, 124, 122, 122, 112, 110, 110
124, 122, 118, 112, 110, 108, 108
122, 112, 110, 110, 108, 108, 102
124, 124, 122, 120, 112, 112, 112
124, 116, 114, 112, 110, 110, 108
122, 122, 116, 114, 114, 114, 0
124, 122, 116, 116, 112, 108, 106
126, 122, 118, 116, 114, 110, 0
124, 122, 122, 112, 110, 108, 0
124, 122, 118, 112, 112, 110, 108
124, 122, 122, 118, 118, 112, 110
124, 124, 122, 114, 112, 110, 0
122, 122, 118, 116, 116, 112, 110
124, 124, 116, 114, 114, 112, 110
124, 124, 116, 116, 114, 114, 110
124, 122, 118, 112, 108, 108, 106
124, 114, 110, 108, 108, 108, 104
124, 122, 116, 112, 110, 104, 0
124, 124, 122, 118, 114, 114, 110
126, 124, 124, 118, 114, 112, 108
126, 124, 124, 122, 120, 112, 108
126, 126, 124, 116, 112, 110, 110
130, 126, 124, 120, 114, 114, 112
126, 124, 122, 122, 122, 116, 112
130, 126, 126, 124, 122, 118, 112
130, 128, 126, 124, 122, 122, 112
124, 122, 116, 112, 110, 110, 108
134, 124, 124, 122, 122, 110, 0
130, 124, 124, 124, 122, 116, 108
130, 128, 120, 114, 114, 112, 112
